query_label	positive_label	negatives_label
Electric Massaging Chairs	Folding Chairs & Stools	['Skee-Ball Machines', 'Pipe Brushes', 'Toothbrush Accessories', 'Shorts', 'Bottle Warmers & Sterilizers', 'Finger Cots', 'Print, Copy, Scan & Fax', 'Activity Monitor Accessories', 'Horse Leads', 'Toy Cars']
Floor Chairs	Folding Chairs & Stools	['Fresh & Frozen Fruits', 'Surfboard Fins', 'Bellows', 'Dive Computers', 'Bowling Balls', 'Sustain Pedals', 'Weaving Beaters', 'Melons', 'Circuit Board Accessories', 'Ceiling Light Fixtures']
Floor Chairs	Gaming Chairs	['Labels & Tags', 'Drill & Screwdriver Bits', 'Bicycle Cassettes & Freewheels', 'Microscope Accessories', 'Sound Dampening Panels & Foam', 'Spice Grinder Accessories', 'Foil', 'Cable TV Receivers', 'Vehicle Fishing Rod Racks', 'Tarot Cards']
Folding Chairs & Stools	Gaming Chairs	['Cover Paper', 'Musical Instrument Amplifier Knobs', 'Clarinet Mouthpieces', 'Nozzles', 'French Presses', 'Berries', 'Camera Image Sensors', 'Speaker Accessories', 'Arracachas', 'Herbicides']
Hanging Chairs	Folding Chairs & Stools	['Homely Fruits', 'Pet Waste Bags', 'Fence Pickets', 'Underwear Slips', 'Watercraft Pistons & Parts', 'Mice & Trackballs', 'Theodolites', 'Floppy Drives', 'Paint Edgers', 'Electronic Drum Modules']
Gaming Chairs	Hanging Chairs	['Pet Sunscreen', 'Bicycle Bells & Horns', 'Pressure Washers', 'Sprouts', 'Bicycle Small Parts', 'Effects Processors', 'Conduit & Housings', 'Plungers', 'Dried Fruits', 'Brass Instrument Replacement Parts']
Kitchen & Dining Room Chairs	Gaming Chairs	['Clock Parts', 'Splitters', 'Ice Crushers & Shavers', 'Thermocouples & Thermopiles', 'Food Dehydrator Sheets', 'Light Ropes & Strings', 'Bird & Wildlife Houses', 'Hair Loss Concealers', 'Baby & Toddler Gloves & Mittens', 'Fencing Protective Gear']
Kitchen & Dining Room Chairs	Hanging Chairs	['Marine Chartplotters & GPS', 'Beer Brewing Grains & Malts', 'American Football Protective Gear', 'Baseball & Softball', 'Shorts', 'Concrete Molds', 'Corsage & Boutonnière Pins', 'Band Saw Accessories', 'Prayer Cards', 'Multifunction Tools & Knives']
Rocking Chairs	Hanging Chairs	['Track Lighting Rails', 'Tattooing Needles', 'Kumquats', 'Golf Club Headcovers', 'Toothbrushes', 'Power Strips & Surge Suppressors', 'Artificial Flora', 'Drum Sticks & Brushes', 'Yo-Yos', 'Tattoo Cover-Ups']
Rocking Chairs	Kitchen & Dining Room Chairs	"[""Chef's Hats"", 'Saddle Accessories', 'Facial Tissues', 'Pet Eye Drops & Lubricants', 'Ice Climbing Tools', 'Woodwinds', 'Breadsticks', 'Cat Apparel', 'Card Files', 'Tripod & Monopod Heads']"
Kitchen & Dining Room Chairs	Slipper Chairs	['Bird Treats', 'Foam Blocks', 'Bicycle Stems', 'Musical Instrument Amplifier Accessories', 'Meal', 'Fabric Starch', 'Retouching Equipment & Supplies', 'Refrigerator Magnets', 'Musical Scrapers & Ratchets', 'Weather Forecasters & Stations']
Rocking Chairs	Slipper Chairs	['Lobster & Crab Crackers', 'Diaper Kits', 'Craft Scoring Tools', 'Arts & Entertainment', 'Filling Pellets', 'Brush Mower Attachments', 'Wallpaper Steamers', 'Autoclaves', 'Sour Cream', 'Motor Vehicle Cassette Players']
Table & Bar Stools	Rocking Chairs	['Petroleum Jelly', 'Tattooing Needles', 'Pretend Electronics', 'Disposable Cutlery', 'Home & Interior Design Software', 'Roller Skate Parts', 'Golf Accessory Sets', 'Limes', 'Decorative Trays', 'Roller Skis']
Table & Bar Stools	Slipper Chairs	['Beads', 'Wall Jacks & Braces', 'Ponytail Holders', 'Snare Drums', 'Sauna Heaters', 'Snow Removal', 'Brass Instrument Polishing Cloths', 'Tie Clips', 'Ear Picks & Spoons', 'Hunting & Wildlife Decoys']
Bedroom Furniture Sets	Bathroom Furniture Sets	['Duct Heaters', 'Pretend Housekeeping', 'Hobby Horses', 'Indoor & Outdoor Plants', 'Garden Borders & Edging', 'Phone & Data Jacks', 'Mobile Phone Camera Accessories', 'Pitahayas', 'Pen Ink & Refills', 'Dried Fruits']
Bathroom Furniture Sets	Kitchen & Dining Furniture Sets	['Diving Knives & Shears', 'Baby Bathing', 'Electronic Tuners', 'Lattice', 'Lacrosse Stick Parts', 'Airsoft', 'Nail Polish Thinners', 'Spinning Wheel Accessories', 'Plant Stands', 'Bolt Cutters']
Bathroom Furniture Sets	Living Room Furniture Sets	['Garage Door Openers', 'Lip & Cheek Stains', 'E-Book Reader Screens & Screen Digitizers', 'Deck Shuffleboard Cues', 'Gloves & Mittens', 'Pagers', 'Food Container Covers', 'Finance & Insurance', 'Golf Toys', 'World Globes']
Bedroom Furniture Sets	Kitchen & Dining Furniture Sets	['Rebar Cutters', 'Fruit Sauces', 'Food & Drink Stencils', 'Lighting & Studio', 'Microscope Eyepieces & Adapters', 'Camera Accessory Sets', 'Pet Grooming Supplies', 'Paintball Grenades', 'Automotive Storage Covers', 'Musical Instrument Amplifier Cabinets']
Living Room Furniture Sets	Bedroom Furniture Sets	['Bird Toys', 'Shovels & Spades', 'Feminine Sanitary Supplies', 'Ice Skate Sharpeners', 'Flatware Chests', 'Kumquats', 'Hand Saws', 'Wakeboarding', 'Vehicle Decor Accessory Sets', 'Sports Toy Accessories']
Kitchen & Dining Furniture Sets	Living Room Furniture Sets	['Chain, Wire & Rope', 'Deodorant & Anti-Perspirant', 'Card Game Accessories', 'Powered Hand Fans & Misters', 'Muffins', 'Bicycle Computers', 'Canopy & Gazebo Accessories', 'Hair Pins', 'Exercise Equipment Mats', 'Aprons']
Bathroom Furniture Sets	Kitchen & Dining Furniture Sets	['Handbags, Wallets & Cases', 'Ladders & Scaffolding', 'Pickleball Paddles', 'Garters', 'Diving & Snorkeling', 'Utensil & Flatware Trays', 'Prophy Heads', 'Table Linens', 'Field Hockey & Lacrosse Pads', 'Medical Tape & Bandages']
Living Room Furniture Sets	Bedroom Furniture Sets	['Concrete Brooms', 'Outdoor Umbrella & Sunshade Fabric', 'Juice', 'Mustard', 'Film & Television', 'Crossbows', 'Orchestral String Instrument Bow Cases', 'Drum Kit Hardware', 'Power Converters', 'Bathroom Accessories']
Office Chairs	Desks	['Water Dispensing & Filtration', 'Breathalyzers', 'Money Deposit Bags', 'Flute Headjoints', 'Fishing Lines & Leaders', 'Product Manuals', 'Power Adapters & Chargers', 'Inflatable Bouncer Accessories', 'Log Racks & Carriers', 'Yoga & Pilates Mats']
Desks	Office Furniture Sets	['Toy Trucks & Construction Vehicles', 'Prophy Paste', 'Craft Fasteners & Closures', 'Sunchokes', 'Lighting Accessories', 'Magnifiers', 'Lacrosse Stick Heads', 'Ricers', 'Soccer Fan Accessories', 'Vehicle Wheel Chocks']
Workspace Tables	Desks	['Dollhouse Accessories', 'Woodwind Cork Grease', 'LED Signs', 'General Office Supplies', 'Tilt Skillets', 'Sports Megaphones', 'Thermostats', 'Desktop Wallpaper', 'Pool Heaters', 'Train Cases']
Desks	Workstations & Cubicles	['Video Players & Recorders', 'Decorative Bells', 'Apparel & Accessories', 'Cocktail Strainers', 'Stains', 'Vehicle Organizers', 'Gymnastics Springboards', 'Pool Brushes & Brooms', 'Cotton Swabs', 'Swim Caps']
Office Chairs	Office Furniture Sets	['Shawls', 'Lacrosse Training Aids', 'Pet Hair Dryers', 'Tongue Scrapers', 'Vehicle License Plate Frames', 'Mailbox Covers', 'Photo Negative & Slide Storage', 'Fuel', 'Ping Pong Robots', 'Volleyballs']
Office Chairs	Workspace Tables	['Chainsaw Bars', 'Clipboards', 'Mouse Pads', 'Hockey Suspenders & Belts', 'Chopsticks', 'Planers', 'Flour', 'Water Ski Cases & Bags', 'Watercraft Steering Parts', 'Overalls']
Office Chairs	Workstations & Cubicles	['Collar Stays', 'Fitness & Nutrition', 'Motor Vehicle Sensors & Gauges', 'Shower Visors', 'Lens Caps', 'Frames, Hoops & Stretchers', 'Microwave Oven Accessories', 'Microscope Replacement Bulbs', 'Cabinet Catches', 'Typewriters']
Workspace Tables	Office Furniture Sets	['Bakeware', 'Brick Tools', 'Household Storage Caddies', 'Paintball & Airsoft Protective Gear', 'Laptop Docking Stations', 'Tape Measures', 'Furniture', 'Money Handling', 'Balloons', 'Art & Crafting Tools']
Office Furniture Sets	Workstations & Cubicles	['Bathtub Skirts', 'Snow Blowers', 'Chainsaw Bars', 'American Football Helmets', 'Hair Pins, Claws & Clips', 'Pitahayas', 'Musical Instrument & Orchestra Accessories', 'Stemware', 'Shoes', 'Vehicle Safety Equipment']
Workstations & Cubicles	Workspace Tables	['Underwear', 'Watercraft Engines & Motors', 'Sump, Sewage & Effluent Pumps', 'Kumquats', 'Thermostats', 'Tamarindo', 'Clay & Modeling Dough', 'Carpet Shampooers', 'Horse Care', 'Hockey Gloves']
Office Chair Accessories	Desk Parts & Accessories	['Night Lights & Ambient Lighting', 'Measuring Scales', 'Screws', 'Business & Industrial', 'Weight Lifting Machine & Exercise Bench Accessories', 'Needle Threaders', 'Vehicle Jumper Cables', 'Household Thermometers', 'Oboes & English Horns', 'Baby Bottle Nipples & Liners']
Office Chair Accessories	Desk Parts & Accessories	['Mouthwash', 'Soccer Corner Flags', 'Mobile Phones', 'Light Meters', 'Security Safes', 'Basketball Nets', 'Sound Meters', 'Roof Flashings', 'Baby Protective Wear', 'Vehicle Steering Wheel Locks']
Desk Parts & Accessories	Workstation & Cubicle Accessories	['Cactus Pears', 'Bulletin Board Accessories', 'Travel Bottles & Containers', 'Roasting Pans', 'Biometric Monitor Accessories', 'Stitch Markers & Counters', 'Windsurfing Boards', 'Soccer Fan Accessories', 'Disc Golf Baskets', 'Egg Cups']
Workstation & Cubicle Accessories	Desk Parts & Accessories	['Wine Glass Charms', 'Basketball Hoop Parts & Accessories', 'Dry-Erase Boards', 'Photo Storage Boxes', 'Laundry Appliances', 'Fishing Baits & Lures', 'Pressure Cooker & Canner Accessories', 'Vehicle Warning Whips', 'Sports Mouthguards', 'Sand']
Office Chair Accessories	Workstation & Cubicle Accessories	['Bath Towels & Washcloths', 'Feathers', 'Earplugs', 'Wire & Cable Identification Markers', 'Chainsaw Chains', 'Mechanical Looms', 'String Instrument Cleaning Cloths', 'Wax Tarts', 'Concentrators & Multiplexers', 'Bras']
Workstation & Cubicle Accessories	Office Chair Accessories	['Power Trowels', 'Nail Buffers', 'Sight Levels', 'Road & Traffic Signs', 'Modem Accessories', 'Remote Control Motorcycles', 'Swaddling & Receiving Blankets', 'Tactile Transducers', 'Lighter Fluid', 'Brass Instrument Mouthpieces']
Outdoor Beds	Outdoor Furniture Sets	['Hard Drive Docks', 'Grinders', 'Bean Paste', 'Voltage Transformers & Regulators', 'Exercise Machine & Equipment Sets', 'Costume & Stage Makeup', 'Dirndls', 'Watercraft Steering Wheels', 'Coffee Cakes', 'Decor']
Outdoor Beds	Outdoor Ottomans	['Water Bottles', 'Climbing Protection Devices', 'Foil Cutters', 'Mail Carts', 'Cat Furniture', 'Water Filter Cartridges', 'Watch Stickers & Decals', 'Shower Arms & Connectors', 'Vehicle Bicycle Rack Accessories', 'Allergy Test Kits']
Outdoor Beds	Outdoor Storage Boxes	['Bulletin Boards', 'Water Dispensers', 'Power Tool Combo Sets', 'Ranges', 'Marker & Highlighter Ink Refills', 'Unflavored Carbonated Water', 'Drain Liners', 'Figure Skate Boots', 'Bicycle Groupsets', 'Paintball & Airsoft Goggles & Masks']
Outdoor Tables	Outdoor Beds	['Horse Boots & Leg Wraps', 'Egg Whites', 'Nebulizers', 'Bassoon Straps & Supports', 'Ski Bindings', 'Hunting & Tactical Pants', 'Fish Finders', 'Video Editing Software', 'Modulators', 'Canopy & Gazebo Enclosure Kits']
Outdoor Ottomans	Outdoor Furniture Sets	['Seasonings & Spices', 'Throwing Hammers', 'Toilet Paper Holders', 'Kitchen Utensil Holders & Racks', 'Tool Clamps & Vises', 'Vacuum Sealer Bags', 'Dart Flights', 'Headlamps', 'Climbing Crash Pads', 'Moving & Soundproofing Blankets & Covers']
Outdoor Furniture Sets	Outdoor Seating	['Transducers', 'Cheerleading Uniforms', 'Scale Models', 'Laptop Replacement Keyboards', 'Quinoa', 'Baseball Uniforms', 'Squares', 'Tablet Computer Parts', 'Cricket Equipment Sets', 'Router Bits']
Outdoor Furniture Sets	Outdoor Tables	['Absinthe Fountains', 'Construction Paper', 'Snow Blowers', 'Telescopes', 'Microscope Cameras', 'Figure Skate Boots', 'Pot & Pan Handles', 'Fireplace Tools', 'CD/DVD Cases & Organizers', 'Work Safety Protective Gear']
Outdoor Seating	Outdoor Ottomans	['Printer & Copier Paper', 'Grinders', 'Chainsaw Chains', 'Reciprocating Saws', 'Shampoo & Conditioner', 'Door Keyhole Escutcheons', 'Mulch', 'Flashlight Accessories', 'Ping Pong', 'Yoga Mat Bags & Straps']
Outdoor Ottomans	Outdoor Storage Boxes	['Digital Video Recorders', 'Erotic DVDs & Videos', 'Disposable Bowls', 'Visual Toys', 'Snowboards', 'Wrestling Uniforms', 'Paper Joggers', 'Stamp Blocks', 'Two-Way Radios', 'Binder Rings']
Outdoor Seating	Outdoor Storage Boxes	['Motor Vehicle Airbag Parts', 'Motor Vehicle Fuel Systems', 'Vital Signs Monitors', 'Track Starting Blocks', 'Ping Pong Nets & Posts', 'Millet', 'MP3 Player Cases', 'Cocktail Strainers', 'Capacitors', 'Cymbal & Drum Mutes']
Outdoor Seating	Outdoor Tables	['Craft Magnets', 'Costume Tobacco Products', 'Strike Shields', 'Grappling Dummies', 'Work Safety Tethers', 'Fish Finders', 'Remote Control Cars & Trucks', 'Motorcycles & Scooters', 'Baby Protective Wear', 'Dentures']
Outdoor Tables	Outdoor Storage Boxes	['Soy Milk Makers', 'Lacrosse Stick Parts', 'Climbing Webbing', 'Health Care', 'Home Automation Kits', 'Origami Paper', 'Long Skirts', 'Home Publishing Software', 'Threaded Rods', 'Smoking Pipes']
Wall Shelves & Ledges	Bookcases & Standing Shelves	['Stainless Steel Cleaners & Polishes', 'Dollhouses', 'Exercise Machine & Equipment Sets', 'Video Camera Batteries', 'Drinkware Sets', 'Threading Machines', 'Table Linens', 'Semiconductors', 'Memory Cases', 'Stud Sensors']
Wall Shelves & Ledges	Bookcases & Standing Shelves	['Incandescent Light Bulbs', 'Inversion Tables & Systems', 'Sump, Sewage & Effluent Pumps', 'Electronic Card Readers', 'Hand Dryer Accessories', 'Robe Hooks', 'Food Coloring', 'Arrow Nocks', 'Geiger Counters', 'Confetti']
Bookcases & Standing Shelves	Wall Shelves & Ledges	['Charms & Pendants', 'Track Lighting Accessories', 'Granola Bars', 'Bottling Bottles', 'Motorcycle Bags & Panniers', 'Remote Control Tanks', 'Medicated Lip Treatments', 'Skate Rails', 'Special Effects', 'I/O Cards & Adapters']
Wall Shelves & Ledges	Bookcases & Standing Shelves	['Fish Feeders', 'Cereal Bars', 'Snow Globes', 'Sport & Safety Whistles', 'Earthquake Alarms', 'Watch Stickers & Decals', 'GPS Navigation Systems', 'Wall Mount Fans', 'Cat Furniture Accessories', 'Sticky Rice Cakes']
Sectional Sofa Units	Chair & Sofa Supports	['Repeaters & Transceivers', 'Hinges', 'Whisks', 'Sauna Kits', 'Sleepwear & Loungewear', 'Television Parts & Accessories', 'Storage Tanks', 'Cardstock & Scrapbooking Paper', 'Woks', 'Easter Egg Decorating Kits']
Chair & Sofa Supports	Sectional Sofa Units	['Exercise Bikes', 'Patient Lifts', 'Craft Fasteners & Closures', 'Kitchen & Utility Sinks', 'Toilets & Bidets', 'Faucets', 'Fishing Floats', 'Telephone Cables', 'Pretzels', 'Hockey Sticks']
Chair & Sofa Supports	Sectional Sofa Units	['Smoking Chips & Pellets', 'Thermostats', 'Baking Mixes', 'Bird Cage Bird Baths', 'Whitewater Rafts', 'Motor Vehicle Cassette Adapters', 'Flour', 'Scarves', 'Body Wash', 'Laundry Wash Bags & Frames']
Chair & Sofa Supports	Sectional Sofa Units	['Baby Wipe Dispensers & Warmers', 'Bicycle Skinsuits', 'Vehicle Covers', 'Toothbrush Sanitizers', 'Pet Containment Systems', 'Floor Cleaners', 'Bassoon Small Parts', 'Outdoor Umbrella Lights', 'Drying Racks & Hangers', 'Electrical Plug Caps']
Table Legs	Table Tops	['Tapenade', 'Industrial Cabinets', 'Art & Craft Paint', 'Weather Vanes & Roof Decor', 'Linesman Flags', 'Paintball Gun Barrels', 'Small Engines', 'Drinkware Sets', 'Coffee Grinder Accessories', 'Jewelry Holders']
Table Legs	Table Tops	['Crafting Wire', 'Backpacks', 'Toy Cookware', 'Woks', 'Kiteboard Cases', 'Petri Dishes', 'Electric & Power Showers', 'Camera Replacement Buttons & Knobs', 'Disposable Tableware', 'Hunting Dog Equipment']
Table Tops	Table Legs	['Headdresses', 'Golf Tees', 'Ballet Barres', 'Sewing Machine Extension Tables', 'Tetherball Sets', 'Darkroom Timers', 'Beet Greens', 'Aquarium & Pond Tubing', 'Toy Jacks', 'Sports Collectibles']
Table Legs	Table Tops	['Muffins', 'Headphones', 'Printer Maintenance Kits', 'Baking Flavors & Extracts', 'Ironing Board Pads & Covers', 'Pinback Buttons', 'Markers & Highlighters', 'Referee Stands & Chairs', 'Hoists, Cranes & Trolleys', 'Cosmetics']
Activity Tables	Accent Tables	['Motor Vehicle Cassette Players', 'Lawn Mower Belts', 'Skin Cleansing Brush Heads', 'Buckets', 'Bridle Bits', 'Autoclaves', 'Vehicle Decor Accessory Sets', 'Surfboard Wax', 'Vehicle Seat Belt Straps', 'Allergy Test Kits']
Folding Tables	Accent Tables	['Fitness Toy Accessories', 'Roofing Shingles & Tiles', 'Thread & Yarn Cutters', 'Light Ropes & Strings', 'Climbing Helmets', 'Mascara', 'Corsage & Boutonnière Pins', 'Janitorial Carts & Caddies', 'Medical Syringes', 'Microscopes']
Accent Tables	Poker & Game Tables	['Camera Lens Zoom Units', 'Toy Trains & Train Sets', 'Cat Supplies', 'Time & Attendance Clocks', 'Stirrups', 'Fruits & Vegetables', 'Ballcocks & Flappers', 'Special Effects Light Stands', 'Rounders Bats', 'Sheet Protectors']
Sewing Machine Tables	Accent Tables	['Wall Clocks', 'Pool, Fountain & Pond Pumps', 'Wooden & Pegged Puzzles', 'Laptop Housings & Trim', 'Gongs', 'Washer & Dryer Accessories', 'Beer Dispensers & Taps', 'Wine Fridges', 'Beverages', 'Cottage Cheese']
Folding Tables	Activity Tables	['Pipe & Bar Benders', 'Ping Pong Nets & Posts', 'Bassoon Reeds', 'Tartar Sauce', 'Threading Machines', 'Coiled Spring Toys', 'Mobile Phone Cases', 'Pole Vault Pits', 'Locks & Keys', 'Smoke Detectors']
Activity Tables	Kitchen & Dining Room Tables	['Household Appliance Circuit Boards', 'Yams', 'Vehicle Seat Belt Covers', 'Thermostats', 'Desktop Wallpaper', 'Hot Plates', 'Microscope Slides', 'Flavored Carbonated Water', 'Clarinets', 'Train Cases']
Activity Tables	Sewing Machine Tables	['Work Lights', 'Toothbrush Accessories', 'Shaper Cutters', 'Cycling Apparel & Accessories', 'Saucepans', 'Riding Scooters', 'Eye Shadow', 'Tattooing Machines', 'Anchor Chains', 'Educational Software']
Kitchen & Dining Room Tables	Folding Tables	['Non-prescription Cat Food', 'Desk & Pedestal Fans', 'Spectrometer Accessories', 'Rubber Bands', 'Bird & Wildlife Feeders', 'Test Tubes', 'Billiard Ball Racks', 'Prayer Beads', 'Portable Cooking Stoves', 'Privacy Filters']
Kotatsu	Folding Tables	['Musical Instrument Amplifier Tubes', 'Anode Rods', 'Baby Transport Liners & Sacks', 'Bicycle Cassettes & Freewheels', 'Back Care', 'Drum Keys', 'Baby Jumpers & Swings', 'Fishing Snaps & Swivels', 'Wakeboards', 'Changing Mats & Trays']
Kotatsu	Kitchen & Dining Room Tables	['Place Cards', 'Keychains', 'Bowling Ball Bags', 'Bicycle Hub Parts', 'Coffee Maker & Espresso Machine Replacement Parts', 'Golf Clubs', 'Mannequin Parts', 'Medical Thermometers', 'Fire Extinguishers', 'Shoe Trees & Shapers']
Nightstands	Kitchen & Dining Room Tables	['Paint Sprayers', 'Beer Brewing Grains & Malts', 'Dessert Toppings', 'Musical Instrument Amplifier Covers & Cases', 'Printer Maintenance Kits', 'Camera & Video Camera Lenses', 'Electrical Muscle Stimulators', 'Candle Snuffers', 'Depilatories', 'Easter Egg Decorating Kits']
Nightstands	Kotatsu	['Wedding & Bridal Party Dresses', 'Desktop Computers', 'Lint Rollers', 'Photo Storage', 'Pet Collars & Harnesses', 'Pet Bowls, Feeders & Waterers', 'Musical Instrument Amplifier Knobs', 'Keyboards', 'Artificial Food', 'Brochures']
Kotatsu	Poker & Game Tables	['Film & Television', 'Media', 'Motor Vehicle Carrying Racks', 'Tool Clamps & Vises', 'Binder Rings', 'Pool Brushes & Brooms', 'Storage Tanks', 'Coaching & Officiating', 'Bok Choy', 'Business Card Cases']
Poker & Game Tables	Nightstands	['Curtains & Drapes', 'Hair Styling Tools', 'Power Control Units', 'Brass Instrument Mutes', 'Headphones', 'Can Organizers', 'Shaving Bowls & Mugs', 'Printable Fabric', 'Motor Vehicle Climate Control', 'Bicycle Helmet Parts & Accessories']
Sewing Machine Tables	Nightstands	['Hunting & Shooting Jackets', 'Spotting Scope Accessories', 'Pool Water Slides', 'Seam Rippers', 'Squirrel Feeders', 'Construction Lines', 'Camera Film', 'Drains', 'Egg Incubators', 'Vehicle Fishing Rod Racks']
Poker & Game Tables	Sewing Machine Tables	['Toy Trains & Train Sets', 'Banners', 'Gun Care & Accessories', 'Egg Replacers', 'Christmas Tree Stands', 'Water Filtration Accessories', 'Table Shuffleboard Pucks', 'Video Camera Lights', 'Heat Detectors', 'Woodwind Reed Cases']
Chemicals	Hardware Glue & Adhesives	['Pet Training Aids', 'Craft Magnets', 'Costume Shoes', 'Motor Vehicle Wheel Systems', 'Bicycle Bottom Brackets', 'Fabric Stain Removers', 'Brass Instrument Accessories', 'Food Sticks & Skewers', 'Body Paint & Foundation', 'Needlecraft Patterns']
Hardware Tape	Chemicals	['Name Plates', 'Diapering', 'Push & Pedal Riding Vehicles', 'Tablas', 'Game Remotes', 'Drum Sticks & Brushes', 'Dappen Dishes', 'Countertop & Toaster Ovens', 'Flash Memory Cards', 'Medical Bedding']
Solvents, Strippers & Thinners	Chemicals	['Mounting Putty', 'Musical Instrument Amplifier Covers & Cases', 'Musical Toys', 'Wallet Chains', 'Surveillance Camera Accessories', 'Audio Components', 'Skin Care Masks & Peels', 'Medical Syringes', 'Body Wash', 'Starter Pistols']
Wall Patching Compounds & Plaster	Chemicals	['Ice Skates', 'Brass Instrument Mutes', 'Security Lights', 'Bath Additives', 'Eggplants', 'Bird Cage Accessories', 'Multitrack Recorders', 'Play Mats & Gyms', 'Binoculars', 'Bedskirts']
Hardware Tape	Hardware Glue & Adhesives	['Holiday Stockings', 'Sew-in Labels', 'Pet Bowl Mats', 'Mechanical Pencils', 'Drip Coffee Makers', 'Hiking Pole Accessories', 'Golf Balls', 'CB Radios', 'Folding Chairs & Stools', 'Shoe Trees & Shapers']
Lubricants	Hardware Glue & Adhesives	['Garden Bridges', 'Steam Press Accessories', 'Laser Pointers', 'Equestrian Gloves', 'Swaddling Blankets', 'Dental Floss', 'Aquarium Air Stones & Diffusers', 'Storage & Organization', 'Hair Claws & Clips', 'Woodwind Instrument Accessories']
Wall Patching Compounds & Plaster	Hardware Glue & Adhesives	['Sectional Sofa Units', '3D Printer Accessories', 'Bakery Boxes', 'Roasting Pans', 'Weapon Scope & Sight Accessories', 'Lighting & Studio', 'Shoe Covers', 'Portable Toilets & Showers', 'Shot Puts', 'Motor Vehicle Cassette Players']
Lubricants	Hardware Tape	['Swim Goggles & Masks', 'Hole Punches', 'Straw Holders & Dispensers', 'Reaction Balls', 'Arrows & Bolts', 'Battery Holders', 'Drinking Games', 'Bath Additives', 'Bread & Pastry Dough', 'Lunch Boxes & Totes']
Masonry Consumables	Hardware Tape	['Electronic Tuners', 'Film & Television Digital Downloads', 'Charging Valets', 'Window Treatment Accessories', 'Stone Fruits', 'Coaching & Officiating', 'Memory Cases', 'Pet Vitamins & Supplements', 'Body Jewelry', 'Vehicle Hardtops']
Masonry Consumables	Lubricants	['Iron Accessories', 'Motor Vehicle Sensors & Gauges', 'Atemoyas', 'Bicycle Baskets', 'Guitar Accessories', 'Weight Lifting Machine & Exercise Bench Accessories', 'Nursing & Feeding', 'Medical Needle & Syringe Sets', 'Paint Mediums', 'Camera Stabilizers & Supports']
Painting Consumables	Lubricants	['Snowboard Binding Parts', 'Bottling Bottles', 'KVM Cables', 'Plastic Wrap', 'Photography', 'Woodwind Reed Knives', 'Bowling Toys', 'Pet Medicine', 'Hair Loss Treatments', 'Swing Sets & Playsets']
Masonry Consumables	Painting Consumables	['Humidor Accessories', 'Horse Grooming', 'Wall Shelves & Ledges', 'Brass Instrument Cases & Gigbags', 'Cookie Decorating Kits', 'Steam Table Pan Covers', 'Washing Machines', 'Pen & Pencil Cases', 'Crossovers', 'Vehicle Fishing Rod Racks']
Plumbing Primer	Masonry Consumables	['Gravy Boats', 'Kiwis', 'Fishing Reel Replacement Spools', 'Grill Scrapers', 'Billiard Ball Racks', 'Household Storage Drawers', 'Cricket Protective Gear', 'Cabinet Light Fixtures', 'Bath Brushes', 'Roller Skating Pads']
Painting Consumables	Plumbing Primer	['Watercraft Fuel Meters', 'Marshmallows', 'Musical Keyboards', 'Free Weight Storage Racks', 'Protective Eyewear', 'Outdoor Power Equipment', 'Musical Keyboard Bags & Cases', 'Chippers', 'Cutting Boards', 'Graduated Cylinders']
Protective Coatings & Sealants	Painting Consumables	['Printed Circuit Boards', 'Fan Accessories', 'Binocular & Monocular Accessories', 'Vehicle Fluids', 'Talking Drums', 'Motorcycle Knee & Shin Guards', 'Toy Gliders', 'Water Polo Balls', 'Office & Chair Mats', 'KVM Switches']
Plumbing Primer	Protective Coatings & Sealants	['Bicycle Hubs', 'Catchers Equipment Sets', 'Card Game Accessories', 'Diaper Pails', 'Toy Tableware', 'Canopies & Gazebos', 'Blood Pressure Monitors', 'Trees', 'Palettes', 'Wetsuit Bottoms']
Plumbing Primer	Solder & Flux	['Basketball Rims', 'Bird Supplies', 'Cat Litter Box Liners', 'Ponds', 'Kitchen & Dining Furniture Sets', 'Carpet Cleaners', '3D Printers', 'Office Chairs', 'Melon Ballers', 'Play Gyms']
Solder & Flux	Protective Coatings & Sealants	['Outdoor Grill Carts', 'Massage & Relaxation', 'Printer Ribbons', 'Ping Pong Paddles & Sets', 'Fingerboards & Fingerboard Sets', 'Music Boxes', 'Painting Canvas', 'Arm Warmers & Sleeves', 'Volleyball', 'Cymbal & Drum Mutes']
Solvents, Strippers & Thinners	Protective Coatings & Sealants	['Futon Pads', 'Desktop Computers', 'Tractors', 'Music Boxes', 'Antivirus & Security Software', 'Computer Interface Cards & Adapters', 'Slotted Spoons', 'Mace & Pepper Spray', 'Sport Safety Lights & Reflectors', 'Cricket Bat Accessories']
Solvents, Strippers & Thinners	Solder & Flux	['Feminine Douches & Creams', 'Shipping Labels', 'Toy Weapons & Gadgets', 'Food Coloring', 'Pest Control', 'Gift Wrapping', 'Tripod Collars & Mounts', 'Flags & Windsocks', 'Crib & Toddler Bed Accessories', 'Photographic Analyzers']
Wall Patching Compounds & Plaster	Solder & Flux	['Facial Cleansing Kits', 'Jewelry Findings', 'Incense Making Kits', 'Ovens', 'MIDI Controllers', 'Snow Pants & Suits', 'Writing Pencils', 'Recreational Vehicles', 'Ski & Snowboard Goggle Lenses', 'Fishing Hooks']
